title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
"Seth Dallaire, Executive Vice President and Chief Growth Officer, Walmart Inc.",https://corporate.walmart.com/about/leadership/seth-dallaire,8.5,0,0,2,3,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Supplier Inclusion,https://corporate.walmart.com/suppliers/supplier-inclusion,8.5,0,4,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Maren Waggoner, Senior Vice President and Chief People Officer, Digital and Associate Experience, Walmart Inc.",https://corporate.walmart.com/about/leadership/maren-waggoner,7.9,0,0,2,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Judy Werthauser, Executive Vice President, Chief People Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/judy-werthauser,7.9,0,0,2,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Mandy McDonald-Brashear, Senior Vice President and Chief People Officer, Global Corporate Affairs, Walmart Inc.",https://corporate.walmart.com/about/leadership/mandy-mcdonald-brashear,7.9,0,0,2,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Claire MacIntyre, Senior Vice President and Chief People Officer, Sam’s Club",https://corporate.walmart.com/about/leadership/claire-macintyre,6.9,0,0,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Michael Ehret, Senior Vice President and Chief People Officer, Walmart International",https://corporate.walmart.com/about/leadership/michael-ehret,6.9,0,0,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Disaster Response,https://corporate.walmart.com/purpose/community/disaster-response.html?cid=esgreport,6.7,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Chris Nicholas, President and CEO, Walmart International",https://corporate.walmart.com/about/leadership/chris-nicholas,6.5,0,0,0,0,1,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Dignity of Women,https://corporate.walmart.com/purpose/sustainability/people/responsible-sourcing/dignity-of-women,6.5,0,0,0,0,1,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Walmart Policies and Guidelines,https://corporate.walmart.com/about/policies,6.3,0,2,1,0,0,1,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Investing In American Jobs,https://corporate.walmart.com/suppliers/investing-in-american-jobs,6.1,0,1,0,0,3,0,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Sam's Club,https://corporate.walmart.com/about/samsclub,5.9,0,0,0,0,1,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Standards for Suppliers,https://corporate.walmart.com/suppliers/requirements/standards-for-suppliers.html?cid=esgreport,5.8,0,1,1,0,0,1,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"About Walmart: People‑Led, Tech‑Powered Retail",https://corporate.walmart.com/about,5.7,0,0,1,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Belonging,https://corporate.walmart.com/purpose/belonging,5.7,0,0,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Business of Better,https://corporate.walmart.com/about/business-of-better,5.7,0,0,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Walmart Growth Summits,https://corporate.walmart.com/suppliers/walmart-growth-summit,5.6,0,0,0,3,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Kathleen McLaughlin, Executive Vice President and Chief Sustainability Officer, Walmart Inc.; President, Walmart Foundation",https://corporate.walmart.com/about/leadership/kathleen-mclaughlin,5.3,0,3,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Suppliers,https://corporate.walmart.com/suppliers,5.3,0,1,1,0,1,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"John Furner, President and CEO, Walmart Inc.",https://corporate.walmart.com/about/leadership/john-furner,5.1,0,0,0,1,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Dan Bartlett, Executive Vice President, Corporate Affairs",https://corporate.walmart.com/about/leadership/dan-bartlett,5.1,0,0,0,1,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Sam’s Club Suppliers,https://corporate.walmart.com/suppliers/sams-club-suppliers,4.5,0,0,1,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Jeff Spalding, Senior Vice President and Chief Counsel, Walmart International and Walmart Sourcing",https://corporate.walmart.com/about/leadership/jeff-spalding,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Allyson Park, Senior Vice President and Chief Communications Officer, Walmart Inc.",https://corporate.walmart.com/about/leadership/allyson-park,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Denise Incandela, Executive Vice President of Apparel and Private Brands, Walmart U.S.",https://corporate.walmart.com/about/leadership/denise-incandela,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Julie Gehrki, President, Walmart Foundation and Senior Vice President, Philanthropy, Walmart Inc.",https://corporate.walmart.com/about/leadership/julie-gehrki,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Leadership,https://corporate.walmart.com/about/leadership,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Kieran Shanahan, Executive Vice President and Chief Operating Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/kieran-shanahan,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Diana Marshall, Executive Vice President and Chief Experience Officer, Sam's Club",https://corporate.walmart.com/about/leadership/diana-marshall,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Jerry Huang, Senior Vice President and Chief Counsel for Product & Technology, Walmart Inc.",https://corporate.walmart.com/about/leadership/jerry-huang,4.4,0,0,0,0,0,0,0,6,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Kyle Kinnard, Executive Vice President and Chief Operating Officer, Walmart International",https://corporate.walmart.com/about/leadership/kyle-kinnard,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Jarred Crabtree, Senior Vice President, Global Security & Chief Security Officer",https://corporate.walmart.com/about/leadership/jarred-crabtree,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"William Silcott, Senior Vice President and Chief Counsel, Sam’s Club",https://corporate.walmart.com/about/leadership/william-silcott,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Kerry Kotouc, Senior Vice President & Chief Counsel, Walmart U.S.",https://corporate.walmart.com/about/leadership/kerry-kotouc,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Lance de la Rosa, Executive Vice President, Omni Fulfillment, Walmart U.S.",https://corporate.walmart.com/about/leadership/lance-de-la-rosa,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"John Laney, Executive Vice President, Food, Walmart U.S.",https://corporate.walmart.com/about/leadership/john-laney,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Suresh Kumar, Executive VP, Global CTO and CDO, Walmart Inc.",https://corporate.walmart.com/about/leadership/suresh-kumar,4.4,0,0,0,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Isaac Cody, Senior Vice President and Chief Financial Officer, Walmart International",https://corporate.walmart.com/about/leadership/isaac-cody,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Ethics & Integrity: Walmart's Core Values,https://corporate.walmart.com/purpose/ethics-integrity,4.4,0,0,1,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Sanjay Radhakrishnan, Senior Vice President and Tech Operating Partner, Walmart International",https://corporate.walmart.com/about/leadership/sanjay-radhakrishnan,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Dan Bryant, Executive Vice President, Global Public Policy and Government Affairs, Walmart Inc.",https://corporate.walmart.com/about/leadership/dan-bryant,4.4,0,0,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Julie Barber, Executive Vice President and Chief Merchandising Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/julie-barber,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"David Guggina, Executive Vice President and Chief eCommerce Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/david-guggina,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"David M. Chojnowski, Senior Vice President, Global Treasury and Tax",https://corporate.walmart.com/about/leadership/david-m-chojnowski,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Tracy Poulliot, Executive Vice President, eCommerce and Marketing, Walmart U.S.",https://corporate.walmart.com/about/leadership/tracy-poulliot,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Tom Ward, Executive Vice President and End-to-End Chief Operating Officer, Sam’s Club",https://corporate.walmart.com/about/leadership/tom-ward,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Latriece Watkins, President and CEO, Sam’s Club",https://corporate.walmart.com/about/leadership/latriece-watkins,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Dawn Ptak, Senior Vice President and Chief Audit Executive",https://corporate.walmart.com/about/leadership/dawn-ptak,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Silvia Azrai Kawas, Executive Vice President, Consumables, Walmart U.S.",https://corporate.walmart.com/about/leadership/silvia-azrai-kawas,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Megan Crozier, Executive Vice President, General Merchandise, Walmart U.S.",https://corporate.walmart.com/about/leadership/megan-crozier,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Jerry R. Geisler III, Executive Vice President and Chief Information Security Officer, Walmart Inc.",https://corporate.walmart.com/about/leadership/jerry-r-geisler-iii,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Myron Frazier, Executive Vice President and Chief Merchandising Officer, Sam’s Club",https://corporate.walmart.com/about/leadership/myron-frazier,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Daniel Danker, Executive Vice President, AI Acceleration, Product and Design",https://corporate.walmart.com/about/leadership/daniel-danker,4.4,0,0,0,0,0,0,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"John David Rainey, Executive Vice President and Chief Financial Officer, Walmart",https://corporate.walmart.com/about/leadership/john-david-rainey,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Dwayne Milum, Senior Vice President and Controller",https://corporate.walmart.com/about/leadership/dwayne-milum,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"William White, Senior Vice President and Chief Marketing Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/william-white,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Rhianon DeLeeuw, Senior Vice President and Chief Financial Officer, Sam's Club",https://corporate.walmart.com/about/leadership/rhianon-deleeuw,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Cedric Clark, Executive Vice President, Store Operations, Walmart U.S.",https://corporate.walmart.com/about/leadership/cedric-clark,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Todd Sears, Executive Vice President and Chief Financial Officer, Walmart U.S.",https://corporate.walmart.com/about/leadership/todd-sears,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Hari Vasudev, Executive Vice President and Walmart U.S. Tech Operating Partner",https://corporate.walmart.com/about/leadership/hari-vasudev,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Joe Ruschell, Senior Vice President and Chief Counsel, Office of the Corporate Secretary",https://corporate.walmart.com/about/leadership/joe-ruschell,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Chad Pekron, Senior Vice President and Chief Counsel, Litigation, Walmart Inc.",https://corporate.walmart.com/about/leadership/chad-pekron,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Rob Montgomery, Executive Vice President, Supply Chain Operations, Walmart U.S.",https://corporate.walmart.com/about/leadership/rob-montgomery,4.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
"Bob Balfe, Senior Vice President and Chief Counsel, Global Security, Aviation and Investigations",https://corporate.walmart.com/about/leadership/bob-balfe,4.4,0,0,0,0,3,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Supplier Development,https://corporate.walmart.com/suppliers/supplier-development,4.4,0,0,1,2,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Fraud Alerts,https://corporate.walmart.com/privacy-security/fraud-alerts,4.3,0,2,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
California Transparency in Supply Chains Act,https://corporate.walmart.com/california-transparency,4.0,0,0,0,0,0,1,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Board of Directors,https://corporate.walmart.com/about/board-of-directors,3.9,0,0,0,1,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Sam Walton,https://corporate.walmart.com/about/sam-walton,3.8,0,0,0,0,0,0,0,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Walmart Museum,https://corporate.walmart.com/about/walmart-museum,3.7,0,0,0,0,0,0,1,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Supplier Requirements,https://corporate.walmart.com/suppliers/requirements,3.5,0,0,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
New Home Office,https://corporate.walmart.com/about/newhomeoffice,3.2,0,0,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Events,https://corporate.walmart.com/news/events,3.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Walmart Location Facts,https://corporate.walmart.com/about/location-facts,3.2,0,0,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Media Library,https://corporate.walmart.com/news/media-library,3.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
News,https://corporate.walmart.com/content/corporate/en_us/news.html,3.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Walmart California Consumer Privacy Act Notice,https://corporate.walmart.com/privacy-security/california-privacy-rights,2.8,0,2,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
2023_10K_2023-03-17_full_submission,,2.8,0,1,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\WMT\2023_10K_2023-03-17_full_submission.txt
2024_10K_2024-03-15_full_submission,,2.8,0,1,0,0,0,0,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\WMT\2024_10K_2024-03-15_full_submission.txt
2025_10K_2025-03-14_full_submission,,2.8,0,1,0,0,0,0,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\WMT\2025_10K_2025-03-14_full_submission.txt
2026_10K_2026-03-13_full_submission,,2.8,0,1,0,0,0,0,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\WMT\2026_10K_2026-03-13_full_submission.txt
Contact Media Relations,https://corporate.walmart.com/news/contact-media-relations,2.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Contact Walmart,https://corporate.walmart.com/about/contact,2.4,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Ask Walmart (FAQs),https://corporate.walmart.com/askwalmart,2.0,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Product Recalls,https://corporate.walmart.com/recalls,2.0,0,0,0,0,0,0,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Apply to be a Supplier,https://corporate.walmart.com/suppliers/apply-to-be-a-supplier,2.0,0,0,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Privacy & Security,https://corporate.walmart.com/privacy-security,1.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
Terms of Use,https://corporate.walmart.com/terms-of-use,1.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Walmart\pages.csv
