title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
RTX PRO in Desktops | Built For Professionals | NVIDIA,https://www.nvidia.com/en-us/products/workstations/professional-desktop-gpus,10.6,0,6,0,0,0,5,5,18,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
CUDA-X | NVIDIA,https://www.nvidia.com/en-us/technologies/cuda-x,10.2,0,4,0,2,3,3,5,26,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Multi-Instance GPU (MIG) | NVIDIA,https://www.nvidia.com/en-us/technologies/multi-instance-gpu,10.0,0,8,0,0,2,8,1,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
High Performance Computing (HPC) and AI | NVIDIA,https://www.nvidia.com/en-us/high-performance-computing/hpc-and-ai,9.9,0,17,0,0,2,4,1,20,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
AI Security with Confidential Computing | NVIDIA,https://www.nvidia.com/en-us/data-center/solutions/confidential-computing,9.9,0,10,0,0,0,6,2,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
AI Inference Accelerator | NVIDIA Groq 3 LPX,https://www.nvidia.com/en-us/data-center/lpx,9.8,0,7,0,0,4,1,6,18,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
MGX Platform for Modular Server Design | NVIDIA,https://www.nvidia.com/en-us/data-center/products/mgx,9.6,0,18,0,0,4,5,1,40,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Build Semi-Custom AI Infrastructure | NVIDIA NVLink Fusion,https://www.nvidia.com/en-us/data-center/nvlink-fusion,9.3,0,6,0,0,6,7,1,41,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
cuDF (GPU-Accelerated DataFrames) | NVIDIA Developer,https://www.nvidia.com/en-us/deep-learning-ai/solutions/data-analytics,9.0,0,5,0,0,0,2,6,5,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Watch NVIDIA Webinars | NVIDIA,https://www.nvidia.com/en-us/about-nvidia/webinar-portal,8.9,0,4,0,0,2,2,0,3,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Ada Lovelace Architecture | NVIDIA,https://www.nvidia.com/en-us/technologies/ada-architecture,8.9,0,8,0,0,2,2,1,11,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Project G-Assist | AI Assistant | NVIDIA,https://www.nvidia.com/en-us/software/nvidia-app/g-assist,8.6,0,14,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
AI Storage Ecosystem for the Data Center | NVIDIA,https://www.nvidia.com/en-us/data-center/ai-storage,8.6,0,7,0,0,0,1,3,21,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Hopper GPU Architecture | NVIDIA,https://www.nvidia.com/en-us/data-center/technologies/hopper-architecture,8.5,0,13,0,0,0,3,1,12,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Sustainability Disclosures and Resources | NVIDIA,https://www.nvidia.com/en-us/foundation/archives,8.4,0,13,0,0,2,2,0,5,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
GB200 NVL72 | NVIDIA,https://www.nvidia.com/en-us/data-center/gb200-nvl72,8.3,0,6,0,0,2,12,2,23,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Riva Speech AI SDK - Get Started | NVIDIA Developer,https://www.nvidia.com/en-us/gpu-cloud/riva-studio,8.1,0,4,0,2,0,3,2,5,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Personal Time Off (PTO) and Holidays | NVIDIA Benefits,https://www.nvidia.com/en-us/benefits/time-off/parental-leave,7.9,0,0,0,2,0,12,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA RTX Desktop Manager Software | NVIDIA,https://www.nvidia.com/en-us/software/rtx-desktop-manager,7.8,0,6,0,0,2,2,2,11,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Discover Our Foundation Impact Globally | NVIDIA Foundation,https://www.nvidia.com/en-us/foundation,7.6,0,3,0,1,0,2,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Applicant Privacy Policy,https://www.nvidia.com/en-us/about-nvidia/careers/applicant-privacy-policy,7.5,0,3,0,0,0,3,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Designed for AI Reasoning Performance & Efficiency | NVIDIA GB300 NVL72,https://www.nvidia.com/en-us/data-center/gb300-nvl72,7.4,0,6,0,0,3,3,2,18,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Logos & Brand Guidelines | NVIDIA,https://www.nvidia.com/en-us/about-nvidia/legal-info/logo-brand-usage,7.3,0,2,0,0,2,2,0,4,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Build Agentic AI with Multimodal Foundation Models | NVIDIA Nemotron,https://www.nvidia.com/en-us/ai-data-science/foundation-models/nemotron,7.2,0,4,0,0,0,7,3,8,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA Grace CPU and Arm Architecture | NVIDIA,https://www.nvidia.com/en-us/data-center/grace-cpu,7.2,0,4,0,0,2,8,3,24,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA SHIELD - The Best Streaming Media Device,https://www.nvidia.com/en-us/shield,7.2,0,5,0,1,0,0,6,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA HGX Platform | NVIDIA,https://www.nvidia.com/en-us/data-center/hgx,7.0,0,5,0,0,2,9,1,36,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Autonomous Vehicle Simulation | Use Cases | NVIDIA,https://www.nvidia.com/en-us/use-cases/autonomous-vehicle-simulation,6.2,0,2,0,0,2,5,1,10,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
SHIELD TV Pro Streaming Media Player | NVIDIA,https://www.nvidia.com/en-us/shield/shield-tv-pro,6.2,0,5,1,1,0,0,2,7,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
GPU-Powered Scientific Visualization | NVIDIA,https://www.nvidia.com/en-us/high-performance-computing/scientific-visualization,5.6,0,4,0,0,0,0,1,3,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
AI & Accelerated Computing Solutions for Automotive Industries | NVIDIA,https://www.nvidia.com/en-us/industries/automotive,5.1,0,2,0,0,0,0,0,5,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
AI Solutions for Enterprises | NVIDIA,https://www.nvidia.com/en-us/solutions/ai,4.8,0,4,0,0,0,1,2,24,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
GPU-Powered Simulation & Modeling | NVIDIA,https://www.nvidia.com/en-us/high-performance-computing/simulation-and-modeling,4.6,0,5,0,0,1,1,0,6,5,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Networking Solutions for the Era of AI | NVIDIA,https://www.nvidia.com/en-us/networking,4.4,0,1,0,0,1,4,3,21,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Workstations for Professionals | NVIDIA RTX PRO,https://www.nvidia.com/en-us/products/workstations,4.2,0,5,0,0,0,0,0,31,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Virtual GPU Solutions for AI and Graphics | NVIDIA Virtual GPUs,https://www.nvidia.com/en-us/data-center/virtual-solutions,3.9,0,3,0,0,0,4,0,9,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA App for Enterprise | NVIDIA,https://www.nvidia.com/en-us/software/nvidia-app-enterprise,3.8,0,2,0,0,0,3,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Broadcasting App for Home Studios & Offices | NVIDIA,https://www.nvidia.com/en-us/design-visualization/software/broadcast-app,3.7,0,4,0,0,0,1,1,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
NVIDIA Data Center Products | NVIDIA,https://www.nvidia.com/en-us/data-center/products,3.6,0,3,0,0,2,3,2,59,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Jobs at NVIDIA | NVIDIA Careers,https://www.nvidia.com/en-us/about-nvidia/careers,3.2,0,1,0,0,0,1,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
Autonomous Vehicle AI Training and Development | NVIDIA,https://www.nvidia.com/en-us/solutions/autonomous-vehicles/ai-training,3.0,0,0,0,0,0,11,1,13,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Nvidia\pages.csv
2021_10K_2021-02-26_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\NVDA\2021_10K_2021-02-26_full_submission.txt
2022_10K_2022-03-18_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\NVDA\2022_10K_2022-03-18_full_submission.txt
2023_10K_2023-02-24_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\NVDA\2023_10K_2023-02-24_full_submission.txt
